epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,32424.5,0.97679,0.66521,0.92378,0.64726,0.58719,0.6034,0.38858,1.30517,1.2784,1.10476,0.00055856,0.00055856,0.00055856
184,32595.2,0.98795,0.67066,0.92662,0.66459,0.56412,0.60988,0.38998,1.32205,1.29875,1.1082,0.00055064,0.00055064,0.00055064
185,32765.6,0.9544,0.66775,0.92193,0.64796,0.58363,0.58907,0.38548,1.34388,1.32623,1.16156,0.00054272,0.00054272,0.00054272
186,32937.9,0.9554,0.65303,0.91527,0.56753,0.65836,0.6031,0.38986,1.34307,1.27196,1.15829,0.0005348,0.0005348,0.0005348
187,33112.3,0.94108,0.65164,0.91913,0.6688,0.58209,0.61372,0.39053,1.36548,1.30973,1.15946,0.00052688,0.00052688,0.00052688
188,33281.9,0.95891,0.65345,0.92804,0.6361,0.59431,0.61799,0.39885,1.28596,1.21205,1.10886,0.00051896,0.00051896,0.00051896
189,33452.9,0.99029,0.67522,0.92209,0.63527,0.61364,0.63318,0.41248,1.29286,1.17625,1.10832,0.00051104,0.00051104,0.00051104
190,33626.5,0.95874,0.66076,0.92235,0.61699,0.62633,0.62542,0.40593,1.3145,1.21203,1.1284,0.00050312,0.00050312,0.00050312
191,33797.1,0.96975,0.6547,0.91711,0.64986,0.58719,0.60418,0.39046,1.33884,1.24998,1.14334,0.0004952,0.0004952,0.0004952
192,33968.4,0.91978,0.62624,0.90754,0.66187,0.60142,0.62923,0.4044,1.30389,1.21373,1.12943,0.00048728,0.00048728,0.00048728
193,34143.3,0.94258,0.63364,0.91352,0.67876,0.63701,0.64704,0.40648,1.32009,1.1701,1.12288,0.00047936,0.00047936,0.00047936
194,34314,0.93579,0.63251,0.91616,0.65379,0.59786,0.61198,0.39132,1.31348,1.2761,1.10054,0.00047144,0.00047144,0.00047144
195,34485.1,0.96162,0.63882,0.91544,0.64087,0.59786,0.61842,0.38732,1.3748,1.28494,1.17161,0.00046352,0.00046352,0.00046352
196,34658.5,0.92301,0.625,0.91318,0.64076,0.60142,0.61568,0.3853,1.35067,1.27696,1.16637,0.0004556,0.0004556,0.0004556
197,34829.7,0.93923,0.6238,0.91056,0.62643,0.60868,0.60157,0.3865,1.39927,1.26498,1.18687,0.00044768,0.00044768,0.00044768
198,35003,0.93972,0.61627,0.90376,0.64369,0.55932,0.60395,0.39399,1.31398,1.25995,1.15263,0.00043976,0.00043976,0.00043976
199,35174.2,0.91384,0.6141,0.90919,0.65426,0.6061,0.61428,0.39488,1.29988,1.2154,1.12838,0.00043184,0.00043184,0.00043184
200,35345.9,0.92829,0.63718,0.92531,0.63693,0.59308,0.60574,0.38562,1.31429,1.27019,1.12318,0.00042392,0.00042392,0.00042392
201,35517.7,0.92718,0.6241,0.90752,0.62943,0.5694,0.60246,0.38552,1.30695,1.29277,1.13545,0.000416,0.000416,0.000416
202,35688.7,0.94552,0.62262,0.91152,0.65737,0.53381,0.58642,0.37977,1.34799,1.35142,1.15803,0.00040808,0.00040808,0.00040808
203,35859.7,0.93251,0.61434,0.90448,0.62769,0.57651,0.61208,0.39631,1.28969,1.29979,1.12088,0.00040016,0.00040016,0.00040016
204,36034.4,0.92674,0.61857,0.9056,0.67454,0.5516,0.59846,0.38853,1.28703,1.24896,1.12975,0.00039224,0.00039224,0.00039224
205,36203.2,0.95963,0.63077,0.90507,0.66325,0.5694,0.61584,0.40409,1.29557,1.23997,1.13636,0.00038432,0.00038432,0.00038432
206,36375.6,0.94218,0.63436,0.9091,0.62661,0.58719,0.61132,0.39309,1.33816,1.2912,1.15086,0.0003764,0.0003764,0.0003764
207,36549.1,0.92249,0.61442,0.90237,0.66339,0.56584,0.61688,0.39792,1.33485,1.27126,1.14772,0.00036848,0.00036848,0.00036848
208,36719.8,0.91644,0.61466,0.90407,0.6658,0.58719,0.61756,0.39579,1.34044,1.25643,1.17665,0.00036056,0.00036056,0.00036056
209,36894.5,0.94608,0.61862,0.91081,0.66098,0.60142,0.61096,0.39989,1.33627,1.20835,1.20085,0.00035264,0.00035264,0.00035264
210,37065.8,0.95223,0.63484,0.92048,0.64278,0.64035,0.6295,0.40052,1.3297,1.21481,1.15968,0.00034472,0.00034472,0.00034472
211,37239.4,0.90675,0.59937,0.9009,0.60253,0.62989,0.61341,0.39503,1.36168,1.2753,1.20084,0.0003368,0.0003368,0.0003368
212,37408.7,0.90777,0.60091,0.90488,0.59405,0.63345,0.60667,0.39366,1.34448,1.25549,1.1822,0.00032888,0.00032888,0.00032888
213,37579.9,0.90268,0.59257,0.905,0.66209,0.58363,0.62254,0.40581,1.34735,1.21944,1.18782,0.00032096,0.00032096,0.00032096
214,37752.7,0.92309,0.60621,0.91449,0.63897,0.60464,0.61319,0.39785,1.36889,1.24312,1.20836,0.00031304,0.00031304,0.00031304
215,37922,0.91707,0.61971,0.90567,0.64045,0.60498,0.6232,0.40389,1.36151,1.22464,1.20349,0.00030512,0.00030512,0.00030512
216,38091,0.91588,0.6058,0.9039,0.63379,0.63701,0.62211,0.4003,1.34101,1.26166,1.17001,0.0002972,0.0002972,0.0002972
217,38263.3,0.92767,0.60767,0.90534,0.65556,0.60498,0.62485,0.40357,1.33166,1.21752,1.16948,0.00028928,0.00028928,0.00028928
218,38433,0.93005,0.62518,0.9001,0.64953,0.61338,0.62201,0.39152,1.36316,1.24021,1.19607,0.00028136,0.00028136,0.00028136
219,38601.5,0.91842,0.61336,0.89634,0.66905,0.60498,0.61999,0.40424,1.34017,1.22189,1.17634,0.00027344,0.00027344,0.00027344
220,38775.1,0.91904,0.5861,0.89919,0.64179,0.6121,0.61876,0.40644,1.32327,1.20017,1.15827,0.00026552,0.00026552,0.00026552
221,38946,0.89285,0.59704,0.90857,0.63285,0.63345,0.62087,0.4025,1.34193,1.23016,1.16626,0.0002576,0.0002576,0.0002576
222,39116.6,0.91024,0.60483,0.89399,0.60392,0.61922,0.60473,0.38574,1.35338,1.28458,1.19861,0.00024968,0.00024968,0.00024968
223,39288.1,0.90474,0.59645,0.90202,0.63726,0.61566,0.62299,0.40267,1.29615,1.22901,1.14748,0.00024176,0.00024176,0.00024176
224,39459.6,0.89616,0.58953,0.89763,0.66913,0.62613,0.62441,0.39902,1.31022,1.22428,1.14152,0.00023384,0.00023384,0.00023384
225,39632.2,0.89738,0.59851,0.90645,0.66979,0.61566,0.62766,0.40253,1.34625,1.25643,1.17977,0.00022592,0.00022592,0.00022592
226,39804.6,0.89098,0.59839,0.9033,0.63393,0.61566,0.6207,0.40223,1.32042,1.2626,1.16596,0.000218,0.000218,0.000218
227,39976.3,0.88289,0.58306,0.90572,0.59512,0.63701,0.59955,0.38375,1.35414,1.29991,1.19168,0.00021008,0.00021008,0.00021008
228,40150.5,0.89144,0.58638,0.89278,0.63841,0.60854,0.59846,0.38563,1.34635,1.26179,1.19131,0.00020216,0.00020216,0.00020216
229,40321.5,0.89021,0.58336,0.89147,0.6528,0.62989,0.61749,0.39627,1.32933,1.22981,1.18439,0.00019424,0.00019424,0.00019424
230,40496,0.8837,0.58195,0.89196,0.6596,0.61372,0.61106,0.39444,1.34228,1.23855,1.18594,0.00018632,0.00018632,0.00018632
231,40667.7,0.88645,0.5799,0.89405,0.65803,0.60945,0.61669,0.40005,1.35997,1.23007,1.19503,0.0001784,0.0001784,0.0001784
232,40838.2,0.89531,0.59197,0.89688,0.65665,0.59893,0.61009,0.39613,1.3554,1.25126,1.18352,0.00017048,0.00017048,0.00017048
233,41008.3,0.88606,0.5921,0.90137,0.63564,0.63324,0.61363,0.39727,1.32544,1.22562,1.15965,0.00016256,0.00016256,0.00016256
234,41178.9,0.84311,0.5585,0.88819,0.65686,0.59786,0.611,0.39462,1.33141,1.19398,1.16516,0.00015464,0.00015464,0.00015464
235,41349.9,0.88318,0.56952,0.90065,0.64809,0.59786,0.60888,0.39232,1.34718,1.22735,1.18447,0.00014672,0.00014672,0.00014672
236,41518.6,0.8759,0.56772,0.89148,0.6639,0.62989,0.62194,0.39946,1.36,1.25657,1.20694,0.0001388,0.0001388,0.0001388
237,41687.3,0.85086,0.56243,0.88917,0.62095,0.61797,0.60725,0.39226,1.34944,1.27327,1.20387,0.00013088,0.00013088,0.00013088
238,41860.3,0.86312,0.57727,0.90025,0.61748,0.63701,0.61104,0.39503,1.34698,1.24479,1.2,0.00012296,0.00012296,0.00012296
239,42029.6,0.85708,0.57293,0.90034,0.65415,0.61922,0.61987,0.40197,1.34582,1.22644,1.19833,0.00011504,0.00011504,0.00011504
240,42198.2,0.90544,0.60507,0.90817,0.66094,0.62434,0.62651,0.40607,1.33443,1.22628,1.18631,0.00010712,0.00010712,0.00010712
241,42367.1,0.86634,0.57498,0.89505,0.64087,0.62278,0.60122,0.38509,1.35107,1.24453,1.18871,9.92e-05,9.92e-05,9.92e-05
242,42534,0.86361,0.57476,0.89407,0.64029,0.61445,0.59194,0.37815,1.36088,1.2517,1.19839,9.128e-05,9.128e-05,9.128e-05
243,42702,0.84193,0.56059,0.89593,0.63302,0.59786,0.59588,0.37716,1.35207,1.25203,1.19365,8.336e-05,8.336e-05,8.336e-05
244,42871.6,0.84244,0.54952,0.89206,0.63277,0.59786,0.60331,0.38793,1.33902,1.2369,1.18962,7.544e-05,7.544e-05,7.544e-05
245,43044.3,0.84039,0.55076,0.88287,0.58284,0.66904,0.60918,0.39258,1.32754,1.19988,1.17428,6.752e-05,6.752e-05,6.752e-05
246,43213.5,0.84525,0.55276,0.87667,0.59772,0.6726,0.6051,0.39107,1.328,1.20767,1.16911,5.96e-05,5.96e-05,5.96e-05
247,43380.4,0.83969,0.55738,0.89813,0.58882,0.65741,0.6095,0.39234,1.33024,1.21739,1.17832,5.168e-05,5.168e-05,5.168e-05
248,43550.6,0.83567,0.54908,0.90034,0.59465,0.6578,0.60698,0.39119,1.33962,1.23125,1.18752,4.376e-05,4.376e-05,4.376e-05
249,43719.4,0.83516,0.55109,0.88249,0.61196,0.63419,0.60756,0.39229,1.33341,1.23555,1.18351,3.584e-05,3.584e-05,3.584e-05
250,43888.2,0.82531,0.54795,0.88889,0.61176,0.63345,0.6088,0.39194,1.3259,1.21862,1.1814,2.792e-05,2.792e-05,2.792e-05
