epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
85,14752.2,1.04995,0.76242,0.94783,0.60048,0.65836,0.61545,0.39635,1.29961,1.22143,1.10037,0.0003368,0.0003368,0.0003368
86,14930.5,1.05319,0.7893,0.95589,0.60264,0.62278,0.61264,0.39257,1.29358,1.28483,1.10457,0.000317,0.000317,0.000317
87,15110.3,1.03143,0.7634,0.94637,0.60161,0.64057,0.59964,0.37554,1.31312,1.31571,1.11659,0.0002972,0.0002972,0.0002972
88,15283,1.0517,0.78369,0.9428,0.61718,0.63345,0.62933,0.40213,1.30839,1.24571,1.11971,0.0002774,0.0002774,0.0002774
89,15459.7,1.08591,0.7836,0.96342,0.64995,0.60142,0.61905,0.39667,1.31595,1.29583,1.1232,0.0002576,0.0002576,0.0002576
90,15634.8,1.0459,0.75472,0.94983,0.5991,0.64881,0.63451,0.40312,1.29931,1.26864,1.12266,0.0002378,0.0002378,0.0002378
91,15806.4,1.0518,0.78264,0.97074,0.58416,0.6549,0.62599,0.39149,1.33163,1.26524,1.13208,0.000218,0.000218,0.000218
92,15993.8,1.02787,0.7523,0.95144,0.61135,0.62989,0.63349,0.39933,1.34008,1.25653,1.12922,0.0001982,0.0001982,0.0001982
93,16187.3,0.9897,0.73686,0.94878,0.60907,0.60498,0.63493,0.40131,1.31391,1.23521,1.11604,0.0001784,0.0001784,0.0001784
94,16374.8,1.01253,0.74789,0.94372,0.57591,0.64413,0.6283,0.40083,1.33895,1.27671,1.12899,0.0001586,0.0001586,0.0001586
95,16564.3,0.97392,0.70653,0.93709,0.58065,0.66029,0.64563,0.41565,1.29999,1.24255,1.11739,0.0001388,0.0001388,0.0001388
96,16758.6,1.03234,0.73882,0.95615,0.59244,0.67251,0.65191,0.41774,1.27121,1.20732,1.09934,0.000119,0.000119,0.000119
97,16951.6,0.99101,0.7156,0.93736,0.60694,0.63701,0.65005,0.4158,1.27547,1.21183,1.10782,9.92e-05,9.92e-05,9.92e-05
98,17146.2,0.97135,0.69887,0.93968,0.61199,0.65112,0.65063,0.41308,1.28154,1.2303,1.11577,7.94e-05,7.94e-05,7.94e-05
99,17327.7,0.99303,0.69667,0.93248,0.62923,0.65125,0.64798,0.40937,1.27543,1.21675,1.11309,5.96e-05,5.96e-05,5.96e-05
100,17504.9,0.98675,0.69839,0.93557,0.61724,0.65125,0.64065,0.40899,1.27936,1.21806,1.11552,3.98e-05,3.98e-05,3.98e-05
